,x,y,latitude,longitude,altitude,stopped,time,speed_prev,dir_prev,speed_next,dir_next
33,-297613.3796324844,5633231.860599463,50.30745,3.78543,,0.0,2016-07-29 22:55:36,4.265323378017241,-1.6829525722417238,5.855366438429469,-1.84173236071874
34,-298130.51995085867,5631370.077363562,50.29033,3.78222,,0.0,2016-07-29 23:01:06,5.855366438429469,-1.84173236071874,5.514690951597732,-2.4665435700676603
35,-299297.2260090427,5630436.122774692,50.28052,3.76812,,0.0,2016-07-29 23:05:37,5.514690951597732,-2.4665435700676603,6.529932248037436,-2.4557826086941166
36,-300954.7922793799,5629079.7093234025,50.26632,3.74816,,0.0,2016-07-29 23:11:05,6.529932248037436,-2.4557826086941166,7.191282057976799,-2.4636789865108266
37,-302495.11309522064,5627839.417545991,50.2533,3.72958,,0.0,2016-07-29 23:15:40,7.191282057976799,-2.4636789865108266,7.262506343235927,-2.4605500155464
38,-304182.1794554689,5626472.240419286,50.23896,3.70926,,0.0,2016-07-29 23:20:39,7.262506343235927,-2.4605500155464,6.5020076672883995,-2.45743936332089
39,-305693.8074073456,5625239.426455787,50.22604,3.69108,,0.0,2016-07-29 23:25:39,6.5020076672883995,-2.45743936332089,5.480537837994033,-1.823765414816173
40,-306101.19253494486,5623663.5111969905,50.21159,3.68881,,0.0,2016-07-29 23:30:36,5.480537837994033,-1.823765414816173,5.927027687499199,-1.8205555709121106
41,-306540.68877539656,5621940.57411068,50.1958,3.68641,,0.0,2016-07-29 23:35:36,5.927027687499199,-1.8205555709121106,6.107723688361054,-1.826483289797201
42,-307007.18968426296,5620156.007708338,50.17943,3.68377,,0.0,2016-07-29 23:40:38,6.107723688361054,-1.826483289797201,4.934698540551967,-1.8574277859463033
43,-307425.73511011084,5618735.99637097,50.16634,3.68102,,1.0,2016-07-29 23:45:38,4.934698540551967,-1.8574277859463033,2.2030017174154657,-1.8621149044221839
44,-307615.555978796,5618102.942243082,50.1605,3.67975,,0.0,2016-07-29 23:50:38,2.2030017174154657,-1.8621149044221839,6.284307283493481,-1.8481746721504413
45,-308131.81524009013,5616289.71225267,50.14381,3.67649,,0.0,2016-07-29 23:55:38,6.284307283493481,-1.8481746721504413,6.368661303373013,-1.2812903194038587
46,-307279.11792402493,5613427.109984015,50.11972,3.69422,,0.0,2016-07-30 00:03:27,6.368661303373013,-1.2812903194038587,6.089671727718402,-1.8230542609389535
47,-307473.668665175,5612672.301443912,50.1128,3.69314,,0.0,2016-07-30 00:05:35,6.089671727718402,-1.8230542609389535,5.82146954231724,-1.8215982233097165
48,-307909.9913924092,5610969.221548024,50.09719,3.69074,,0.0,2016-07-30 00:10:37,5.82146954231724,-1.8215982233097165,5.744177749728695,-1.7803842942471875
49,-308268.5261398512,5609283.678651293,50.08184,3.68937,,0.0,2016-07-30 00:15:37,5.744177749728695,-1.7803842942471875,6.839570931862716,-2.2638174312384285
50,-309588.1325403644,5607694.610530927,50.06604,3.67463,,0.0,2016-07-30 00:20:39,6.839570931862716,-2.2638174312384285,7.765240524094063,-2.006401499414945
51,-310567.84018341557,5605589.625900911,50.04615,3.66564,,0.0,2016-07-30 00:25:38,7.765240524094063,-2.006401499414945,6.40693370512095,-1.9314786406978377
52,-311250.688893283,5603779.230267577,50.02926,3.6601,,0.0,2016-07-30 00:30:40,6.40693370512095,-1.9314786406978377,7.156227643469875,-1.7226051669924691
53,-311574.2698799842,5601664.126707972,50.01017,3.66012,,0.0,2016-07-30 00:35:39,7.156227643469875,-1.7226051669924691,7.554052560576035,-1.8924070415849443
54,-312290.6095785459,5599514.1054652445,49.99024,3.65484,,0.0,2016-07-30 00:40:39,7.554052560576035,-1.8924070415849443,5.808370128620715,-1.937724702345683
55,-312915.73536328285,5597887.586952331,49.97505,3.64971,,0.0,2016-07-30 00:45:39,5.808370128620715,-1.937724702345683,6.133020011405105,-1.9840706694609915
